zip_code,egrid_subregion
01095,NEWE
01096,NEWE
01097,NEWE
01098,NEWE
01101,NEWE
01102,NEWE
01103,NEWE
01104,NEWE
01105,NEWE
01106,NEWE
01107,NEWE
01108,NEWE
01109,NEWE
01111,NEWE
01115,NEWE
01116,NEWE
01118,NEWE
01119,NEWE
01128,NEWE
01129,NEWE
01138,NEWE
01139,NEWE
01144,NEWE
01151,NEWE
01152,NEWE
01199,NEWE
01201,NEWE
01202,NEWE
01203,NEWE
01220,NEWE
01222,NEWE
01223,NEWE
01224,NEWE
01225,NEWE
01226,NEWE
01227,NEWE
01229,NEWE
01230,NEWE
01235,NEWE
01236,NEWE
01237,NEWE
01238,NEWE
01240,NEWE
01242,NEWE
01243,NEWE
01244,NEWE
01245,NEWE
01247,NEWE
01252,NEWE
01253,NEWE
01254,NEWE
01255,NEWE
01256,NEWE
01257,NEWE
01258,NEWE
01259,NEWE
01260,NEWE
01262,NEWE
01263,NEWE
01264,NEWE
01266,NEWE
01267,NEWE
01270,NEWE
01301,NEWE
01302,NEWE
01330,NEWE
01331,NEWE
01337,NEWE
01338,NEWE
01339,NEWE
01340,NEWE
01341,NEWE
01342,NEWE
01343,NEWE
01344,NEWE
01346,NEWE
01347,NEWE
01349,NEWE
01350,NEWE
01351,NEWE
01354,NEWE
01355,NEWE
01360,NEWE
01364,NEWE
01366,NEWE
01367,NEWE
01368,NEWE
01370,NEWE
01373,NEWE
01375,NEWE
01376,NEWE
01378,NEWE
01379,NEWE
01380,NEWE
01420,NEWE
01430,NEWE
01431,NEWE
01432,NEWE
01434,NEWE
01436,NEWE
01438,NEWE
01440,NEWE
01441,NEWE
01450,NEWE
01451,NEWE
01452,NEWE
01453,NEWE
01460,NEWE
01462,NEWE
01463,NEWE
01464,NEWE
01467,NEWE
01468,NEWE
01469,NEWE
01470,NEWE
01471,NEWE
01472,NEWE
01473,NEWE
01474,NEWE
01475,NEWE
01477,NEWE
01501,NEWE
01503,NEWE
01504,NEWE
01505,NEWE
01506,NEWE
01507,NEWE
01508,NEWE
01509,NEWE
01510,NEWE
01515,NEWE
01516,NEWE
01517,NEWE
01518,NEWE
01519,NEWE
01520,NEWE
01521,NEWE
01522,NEWE
01523,NEWE
01524,NEWE
01525,NEWE
01526,NEWE
01527,NEWE
01529,NEWE
01531,NEWE
01532,NEWE
01534,NEWE
01535,NEWE
01536,NEWE
01537,NEWE
01538,NEWE
01540,NEWE
01541,NEWE
01542,NEWE
01543,NEWE
01545,NEWE
01546,NEWE
01550,NEWE
01560,NEWE
01561,NEWE
01562,NEWE
01564,NEWE
01566,NEWE
01568,NEWE
01569,NEWE
01570,NEWE
01571,NEWE
01580,NEWE
01581,NEWE
01582,NEWE
01583,NEWE
01585,NEWE
01586,NEWE
01588,NEWE
01590,NEWE
01601,NEWE
01602,NEWE
01603,NEWE
01604,NEWE
01605,NEWE
01606,NEWE
01607,NEWE
01608,NEWE
01609,NEWE
01610,NEWE
01611,NEWE
01612,NEWE
01613,NEWE
01614,NEWE
01615,NEWE
01653,NEWE
01654,NEWE
01655,NEWE
01701,NEWE
01702,NEWE
01703,NEWE
01704,NEWE
01705,NEWE
01718,NEWE
01719,NEWE
01720,NEWE
01721,NEWE
01730,NEWE
01731,NEWE
01740,NEWE
01741,NEWE
01742,NEWE
01745,NEWE
01746,NEWE
01747,NEWE
01748,NEWE
01749,NEWE
01752,NEWE
01754,NEWE
01756,NEWE
01757,NEWE
01760,NEWE
01770,NEWE
01772,NEWE
01773,NEWE
01775,NEWE
01776,NEWE
01778,NEWE
01784,NEWE
01801,NEWE
01803,NEWE
01805,NEWE
01807,NEWE
01810,NEWE
01812,NEWE
01813,NEWE
01815,NEWE
01821,NEWE
01822,NEWE
01824,NEWE
01826,NEWE
01827,NEWE
01830,NEWE
01831,NEWE
01832,NEWE
01833,NEWE
01834,NEWE
01835,NEWE
01840,NEWE
01841,NEWE
01842,NEWE
01843,NEWE
01844,NEWE
01845,NEWE
01850,NEWE
01851,NEWE
01852,NEWE
01853,NEWE
01854,NEWE
01860,NEWE
01862,NEWE
01863,NEWE
01864,NEWE
01865,NEWE
01866,NEWE
01867,NEWE
01876,NEWE
01879,NEWE
01880,NEWE
01885,NEWE
01886,NEWE
01887,NEWE
01888,NEWE
01889,NEWE
01890,NEWE
01899,NEWE
01901,NEWE
01902,NEWE
01903,NEWE
01904,NEWE
01905,NEWE
01906,NEWE
01907,NEWE
01908,NEWE
01910,NEWE
01913,NEWE
01915,NEWE
01921,NEWE
01922,NEWE
01923,NEWE
01929,NEWE
01930,NEWE
01931,NEWE
01936,NEWE
01937,NEWE
01938,NEWE
01940,NEWE
01944,NEWE
01945,NEWE
01949,NEWE
01950,NEWE
01951,NEWE
01952,NEWE
01960,NEWE
01961,NEWE
01965,NEWE
01966,NEWE
01969,NEWE
01970,NEWE
01971,NEWE
01982,NEWE
01983,NEWE
01984,NEWE
01985,NEWE
02018,NEWE
02019,NEWE
02020,NEWE
02021,NEWE
02025,NEWE
02026,NEWE
02027,NEWE
02030,NEWE
02032,NEWE
02035,NEWE
02038,NEWE
02040,NEWE
02041,NEWE
02043,NEWE
02044,NEWE
02045,NEWE
02047,NEWE
02048,NEWE
02050,NEWE
02051,NEWE
02052,NEWE
02053,NEWE
02054,NEWE
02055,NEWE
02056,NEWE
02059,NEWE
02060,NEWE
02061,NEWE
02062,NEWE
02065,NEWE
02066,NEWE
02067,NEWE
02070,NEWE
02071,NEWE
02072,NEWE
02081,NEWE
02090,NEWE
02093,NEWE
02101,NEWE
02108,NEWE
02109,NEWE
02110,NEWE
02111,NEWE
02112,NEWE
02113,NEWE
02114,NEWE
02115,NEWE
02116,NEWE
02117,NEWE
02118,NEWE
02119,NEWE
02120,NEWE
02121,NEWE
02122,NEWE
02123,NEWE
02124,NEWE
02125,NEWE
02126,NEWE
02127,NEWE
02128,NEWE
02129,NEWE
02130,NEWE
02131,NEWE
02132,NEWE
02133,NEWE
02134,NEWE
02135,NEWE
02136,NEWE
02137,NEWE
02138,NEWE
02139,NEWE
02140,NEWE
02141,NEWE
02142,NEWE
02143,NEWE
02144,NEWE
02145,NEWE
02148,NEWE
02149,NEWE
02150,NEWE
02151,NEWE
02152,NEWE
02153,NEWE
02155,NEWE
02156,NEWE
02163,NEWE
02169,NEWE
02170,NEWE
02171,NEWE
02176,NEWE
02180,NEWE
02184,NEWE
02185,NEWE
02186,NEWE
02187,NEWE
02188,NEWE
02189,NEWE
02190,NEWE
02191,NEWE
02196,NEWE
02199,NEWE
02201,NEWE
02203,NEWE
02204,NEWE
02205,NEWE
02206,NEWE
02210,NEWE
02211,NEWE
02212,NEWE
02215,NEWE
02217,NEWE
02222,NEWE
02228,NEWE
02238,NEWE
02241,NEWE
02266,NEWE
02269,NEWE
02283,NEWE
02284,NEWE
02293,NEWE
02295,NEWE
02297,NEWE
02298,NEWE
02301,NEWE
02302,NEWE
02303,NEWE
02304,NEWE
02305,NEWE
02322,NEWE
02324,NEWE
02325,NEWE
02327,NEWE
02330,NEWE
02331,NEWE
02332,NEWE
02333,NEWE
02334,NEWE
02337,NEWE
02338,NEWE
02339,NEWE
02340,NEWE
02341,NEWE
02343,NEWE
02344,NEWE
02345,NEWE
02346,NEWE
02347,NEWE
02348,NEWE
02349,NEWE
02350,NEWE
02351,NEWE
02355,NEWE
02356,NEWE
02357,NEWE
02358,NEWE
02359,NEWE
02360,NEWE
02361,NEWE
02362,NEWE
02364,NEWE
02366,NEWE
02367,NEWE
02368,NEWE
02370,NEWE
02375,NEWE
02379,NEWE
02381,NEWE
02382,NEWE
02420,NEWE
02421,NEWE
02445,NEWE
02446,NEWE
02447,NEWE
02451,NEWE
02452,NEWE
02453,NEWE
02454,NEWE
02455,NEWE
02456,NEWE
02457,NEWE
02458,NEWE
02459,NEWE
02460,NEWE
02461,NEWE
02462,NEWE
02464,NEWE
02465,NEWE
02466,NEWE
02467,NEWE
02468,NEWE
02471,NEWE
02472,NEWE
02474,NEWE
02475,NEWE
02476,NEWE
02477,NEWE
02478,NEWE
02479,NEWE
02481,NEWE
02482,NEWE
02492,NEWE
02493,NEWE
02494,NEWE
02495,NEWE
02532,NEWE
02534,NEWE
02535,NEWE
02536,NEWE
02537,NEWE
02538,NEWE
02539,NEWE
02540,NEWE
02541,NEWE
02542,NEWE
02543,NEWE
02552,NEWE
02553,NEWE
02554,NEWE
02556,NEWE
02557,NEWE
02558,NEWE
02559,NEWE
02561,NEWE
02562,NEWE
02563,NEWE
02564,NEWE
02565,NEWE
02568,NEWE
02571,NEWE
02573,NEWE
02574,NEWE
02575,NEWE
02576,NEWE
02584,NEWE
02601,NEWE
02630,NEWE
02631,NEWE
02632,NEWE
02633,NEWE
02634,NEWE
02635,NEWE
02637,NEWE
02638,NEWE
02639,NEWE
02641,NEWE
02642,NEWE
02643,NEWE
02644,NEWE
02645,NEWE
02646,NEWE
02647,NEWE
02648,NEWE
02649,NEWE
02650,NEWE
02651,NEWE
02652,NEWE
02653,NEWE
02655,NEWE
02657,NEWE
02659,NEWE
02660,NEWE
02661,NEWE
02662,NEWE
02663,NEWE
02664,NEWE
02666,NEWE
02667,NEWE
02668,NEWE
02669,NEWE
02670,NEWE
02671,NEWE
02672,NEWE
02673,NEWE
02675,NEWE
02702,NEWE
02703,NEWE
02712,NEWE
02713,NEWE
02714,NEWE
02715,NEWE
02717,NEWE
02718,NEWE
02719,NEWE
02720,NEWE
02721,NEWE
02722,NEWE
02723,NEWE
02724,NEWE
02725,NEWE
02726,NEWE
02738,NEWE
02739,NEWE
02740,NEWE
02741,NEWE
02742,NEWE
02743,NEWE
02744,NEWE
02745,NEWE
02746,NEWE
02747,NEWE
02748,NEWE
02760,NEWE
02761,NEWE
02762,NEWE
02763,NEWE
02764,NEWE
02766,NEWE
02767,NEWE
02768,NEWE
02769,NEWE
02770,NEWE
02771,NEWE
02777,NEWE
02779,NEWE
02780,NEWE
02783,NEWE
02790,NEWE
02791,NEWE
02801,NEWE
02802,NEWE
02804,NEWE
02806,NEWE
02807,NEWE
02808,NEWE
02809,NEWE
02812,NEWE
02813,NEWE
02814,NEWE
02815,NEWE
02816,NEWE
02817,NEWE
02818,NEWE
02822,NEWE
02823,NEWE
02824,NEWE
02825,NEWE
02826,NEWE
02827,NEWE
02828,NEWE
02829,NEWE
02830,NEWE
02831,NEWE
02832,NEWE
02833,NEWE
02835,NEWE
02836,NEWE
02837,NEWE
02838,NEWE
02839,NEWE
02840,NEWE
02841,NEWE
02842,NEWE
02852,NEWE
02857,NEWE
02858,NEWE
02859,NEWE
02860,NEWE
02861,NEWE
02862,NEWE
02863,NEWE
02864,NEWE
02865,NEWE
02871,NEWE
02872,NEWE
02873,NEWE
02874,NEWE
02875,NEWE
02876,NEWE
02877,NEWE
02878,NEWE
02879,NEWE
02880,NEWE
02881,NEWE
02882,NEWE
02883,NEWE
02885,NEWE
02886,NEWE
02887,NEWE
02888,NEWE
02889,NEWE
02891,NEWE
02892,NEWE
02893,NEWE
02894,NEWE
02895,NEWE
02896,NEWE
02898,NEWE
02901,NEWE
02902,NEWE
02903,NEWE
02904,NEWE
02905,NEWE
02906,NEWE
02907,NEWE
02908,NEWE
02909,NEWE
02910,NEWE
02911,NEWE
02912,NEWE
02914,NEWE
02915,NEWE
02916,NEWE
02917,NEWE
02918,NEWE
02919,NEWE
02920,NEWE
02921,NEWE
02940,NEWE
03031,NEWE
03032,NEWE
03033,NEWE
03034,NEWE
03036,NEWE
03037,NEWE
03038,NEWE
03040,NEWE
03041,NEWE
03042,NEWE
03043,NEWE
03044,NEWE
03045,NEWE
03046,NEWE
03047,NEWE
03048,NEWE
03049,NEWE
03051,NEWE
03052,NEWE
03053,NEWE
03054,NEWE
03055,NEWE
03057,NEWE
03060,NEWE
03061,NEWE
03062,NEWE
03063,NEWE
03064,NEWE
03070,NEWE
03071,NEWE
03073,NEWE
03076,NEWE
03077,NEWE
03079,NEWE
03082,NEWE
03084,NEWE
03086,NEWE
03087,NEWE
03101,NEWE
03102,NEWE
03103,NEWE
03104,NEWE
03105,NEWE
03106,NEWE
03107,NEWE
03108,NEWE
03109,NEWE
03110,NEWE
03111,NEWE
03215,NEWE
03216,NEWE
03217,NEWE
03218,NEWE
03220,NEWE
03221,NEWE
03222,NEWE
03223,NEWE
03224,NEWE
03225,NEWE
03226,NEWE
03227,NEWE
03229,NEWE
03230,NEWE
03231,NEWE
03233,NEWE
03234,NEWE
03235,NEWE
03237,NEWE
03238,NEWE
03240,NEWE
03241,NEWE
03242,NEWE
03243,NEWE
03244,NEWE
03245,NEWE
03246,NEWE
03247,NEWE
03249,NEWE
03251,NEWE
03252,NEWE
03253,NEWE
03254,NEWE
03255,NEWE
03256,NEWE
03257,NEWE
03258,NEWE
03259,NEWE
03260,NEWE
03261,NEWE
03262,NEWE
03263,NEWE
03264,NEWE
03266,NEWE
03268,NEWE
03269,NEWE
03272,NEWE
03273,NEWE
03274,NEWE
03275,NEWE
03276,NEWE
03278,NEWE
03279,NEWE
03280,NEWE
03281,NEWE
03282,NEWE
03284,NEWE
03285,NEWE
03287,NEWE
03289,NEWE
03290,NEWE
03291,NEWE
03293,NEWE
03298,NEWE
03299,NEWE
03301,NEWE
03302,NEWE
03303,NEWE
03304,NEWE
03305,NEWE
03307,NEWE
03431,NEWE
03435,NEWE
03440,NEWE
03441,NEWE
03442,NEWE
03443,NEWE
03444,NEWE
03445,NEWE
03446,NEWE
03447,NEWE
03448,NEWE
03449,NEWE
03450,NEWE
03451,NEWE
03452,NEWE
03455,NEWE
03456,NEWE
03457,NEWE
03458,NEWE
03461,NEWE
03462,NEWE
03464,NEWE
03465,NEWE
03466,NEWE
03467,NEWE
03468,NEWE
03469,NEWE
03470,NEWE
03561,NEWE
03570,NEWE
03574,NEWE
03575,NEWE
03576,NEWE
03579,NEWE
03580,NEWE
03581,NEWE
03582,NEWE
03583,NEWE
03584,NEWE
03585,NEWE
03586,NEWE
03588,NEWE
03589,NEWE
03590,NEWE
03592,NEWE
03593,NEWE
03595,NEWE
03597,NEWE
03598,NEWE
03601,NEWE
03602,NEWE
03603,NEWE
03604,NEWE
03605,NEWE
03607,NEWE
03608,NEWE
03609,NEWE
03740,NEWE
03741,NEWE
03743,NEWE
03745,NEWE
03746,NEWE
03748,NEWE
03749,NEWE
03750,NEWE
03751,NEWE
03752,NEWE
03753,NEWE
03754,NEWE
03755,NEWE
03756,NEWE
03765,NEWE
03766,NEWE
03768,NEWE
03769,NEWE
03770,NEWE
03771,NEWE
03773,NEWE
03774,NEWE
03777,NEWE
03779,NEWE
03780,NEWE
03781,NEWE
03782,NEWE
03784,NEWE
03785,NEWE
03801,NEWE
03802,NEWE
03803,NEWE
03804,NEWE
03805,NEWE
03809,NEWE
03810,NEWE
03811,NEWE
03812,NEWE
03813,NEWE
03814,NEWE
03815,NEWE
03816,NEWE
03817,NEWE
03818,NEWE
03819,NEWE
03820,NEWE
03821,NEWE
03822,NEWE
03823,NEWE
03824,NEWE
03825,NEWE
03826,NEWE
03827,NEWE
03830,NEWE
03832,NEWE
03833,NEWE
03835,NEWE
03836,NEWE
03837,NEWE
03838,NEWE
03839,NEWE
03840,NEWE
03841,NEWE
03842,NEWE
03843,NEWE
03844,NEWE
03845,NEWE
03846,NEWE
03847,NEWE
03848,NEWE
03849,NEWE
03850,NEWE
03851,NEWE
03852,NEWE
03853,NEWE
03854,NEWE
03855,NEWE
03856,NEWE
03857,NEWE
03858,NEWE
03859,NEWE
03860,NEWE
03861,NEWE
03862,NEWE
03864,NEWE
03865,NEWE
03866,NEWE
03867,NEWE
03868,NEWE
03869,NEWE
03870,NEWE
03871,NEWE
03872,NEWE
03873,NEWE
03874,NEWE
03875,NEWE
03878,NEWE
03882,NEWE
03883,NEWE
03884,NEWE
03885,NEWE
03886,NEWE
03887,NEWE
03890,NEWE
03894,NEWE
03896,NEWE
03897,NEWE
03901,NEWE
03902,NEWE
03903,NEWE
03904,NEWE
03905,NEWE
03906,NEWE
03907,NEWE
03908,NEWE
03909,NEWE
03910,NEWE
03911,NEWE
04001,NEWE
04002,NEWE
04003,NEWE
04004,NEWE
04005,NEWE
04006,NEWE
04007,NEWE
04008,NEWE
04009,NEWE
04010,NEWE
04011,NEWE
04014,NEWE
04015,NEWE
04016,NEWE
04017,NEWE
04019,NEWE
04020,NEWE
04021,NEWE
04022,NEWE
04024,NEWE
04027,NEWE
04028,NEWE
04029,NEWE
04030,NEWE
04032,NEWE
04033,NEWE
04034,NEWE
04037,NEWE
04038,NEWE
04039,NEWE
04040,NEWE
04041,NEWE
04042,NEWE
04043,NEWE
04046,NEWE
04047,NEWE
04048,NEWE
04049,NEWE
04050,NEWE
04051,NEWE
04054,NEWE
04055,NEWE
04056,NEWE
04057,NEWE
04061,NEWE
04062,NEWE
04063,NEWE
04064,NEWE
04066,NEWE
04068,NEWE
04069,NEWE
04070,NEWE
04071,NEWE
04072,NEWE
04073,NEWE
04074,NEWE
04076,NEWE
04077,NEWE
04078,NEWE
04079,NEWE
04082,NEWE
04083,NEWE
04084,NEWE
04085,NEWE
04086,NEWE
04087,NEWE
04088,NEWE
04090,NEWE
04091,NEWE
04092,NEWE
04093,NEWE
04094,NEWE
04095,NEWE
04096,NEWE
04097,NEWE
04098,NEWE
04101,NEWE
04102,NEWE
04103,NEWE
04104,NEWE
04105,NEWE
04106,NEWE
04107,NEWE
04108,NEWE
04109,NEWE
04110,NEWE
04112,NEWE
04116,NEWE
04122,NEWE
04123,NEWE
04124,NEWE
04210,NEWE
04211,NEWE
04212,NEWE
04216,NEWE
04217,NEWE
04219,NEWE
04220,NEWE
04221,NEWE
04222,NEWE
04223,NEWE
04224,NEWE
04225,NEWE
04226,NEWE
04227,NEWE
04228,NEWE
04230,NEWE
04231,NEWE
04234,NEWE
04236,NEWE
04237,NEWE
04238,NEWE
04239,NEWE
04240,NEWE
04241,NEWE
04243,NEWE
04250,NEWE
04252,NEWE
04253,NEWE
04254,NEWE
04255,NEWE
04256,NEWE
04257,NEWE
04258,NEWE
04259,NEWE
04260,NEWE
04261,NEWE
04262,NEWE
04263,NEWE
04265,NEWE
04266,NEWE
04267,NEWE
04268,NEWE
04270,NEWE
04271,NEWE
04274,NEWE
04275,NEWE
04276,NEWE
04280,NEWE
04281,NEWE
04282,NEWE
04284,NEWE
04285,NEWE
04286,NEWE
04287,NEWE
04288,NEWE
04289,NEWE
04290,NEWE
04291,NEWE
04292,NEWE
04294,NEWE
04330,NEWE
04332,NEWE
04333,NEWE
04336,NEWE
04338,NEWE
04341,NEWE
04342,NEWE
04343,NEWE
04344,NEWE
04345,NEWE
04346,NEWE
04347,NEWE
04348,NEWE
04349,NEWE
04350,NEWE
04351,NEWE
04352,NEWE
04353,NEWE
04354,NEWE
04355,NEWE
04357,NEWE
04358,NEWE
04359,NEWE
04360,NEWE
04363,NEWE
04364,NEWE
04401,NEWE
04402,NEWE
04406,NEWE
04408,NEWE
04410,NEWE
04411,NEWE
04412,NEWE
04413,NEWE
04414,NEWE
04415,NEWE
04416,NEWE
04417,NEWE
04418,NEWE
04419,NEWE
04420,NEWE
04421,NEWE
04422,NEWE
04424,NEWE
04426,NEWE
04427,NEWE
04428,NEWE
04429,NEWE
04430,NEWE
04431,NEWE
04434,NEWE
04435,NEWE
04438,NEWE
04441,NEWE
04442,NEWE
04443,NEWE
04444,NEWE
04448,NEWE
04449,NEWE
04450,NEWE
04451,NEWE
04453,NEWE
04454,NEWE
04455,NEWE
04456,NEWE
04457,NEWE
04459,NEWE
04460,NEWE
04461,NEWE
04462,NEWE
04463,NEWE
04464,NEWE
04468,NEWE
04469,NEWE
04471,NEWE
04472,NEWE
04473,NEWE
04474,NEWE
04475,NEWE
04476,NEWE
04478,NEWE
04479,NEWE
04481,NEWE
04485,NEWE
04487,NEWE
04488,NEWE
04489,NEWE
04490,NEWE
04491,NEWE
04492,NEWE
04493,NEWE
04495,NEWE
04496,NEWE
04497,NEWE
04530,NEWE
04535,NEWE
04537,NEWE
04538,NEWE
04539,NEWE
04541,NEWE
04543,NEWE
04544,NEWE
04547,NEWE
04548,NEWE
04549,NEWE
04551,NEWE
04553,NEWE
04554,NEWE
04555,NEWE
04556,NEWE
04558,NEWE
04562,NEWE
04563,NEWE
04564,NEWE
04565,NEWE
04568,NEWE
04571,NEWE
04572,NEWE
04573,NEWE
04574,NEWE
04575,NEWE
04576,NEWE
04578,NEWE
04579,NEWE
04605,NEWE
04606,NEWE
04607,NEWE
04609,NEWE
04611,NEWE
04612,NEWE
04613,NEWE
04614,NEWE
04616,NEWE
04617,NEWE
04619,NEWE
04622,NEWE
04623,NEWE
04624,NEWE
04625,NEWE
04626,NEWE
04627,NEWE
04628,NEWE
04629,NEWE
04630,NEWE
04631,NEWE
04634,NEWE
04635,NEWE
04637,NEWE
04640,NEWE
04642,NEWE
04643,NEWE
04644,NEWE
04646,NEWE
04648,NEWE
04649,NEWE
04652,NEWE
04653,NEWE
04654,NEWE
04655,NEWE
04657,NEWE
04658,NEWE
04660,NEWE
04662,NEWE
04664,NEWE
04666,NEWE
04667,NEWE
04668,NEWE
04669,NEWE
04671,NEWE
04672,NEWE
04673,NEWE
04674,NEWE
04675,NEWE
04676,NEWE
04677,NEWE
04679,NEWE
04680,NEWE
04681,NEWE
04683,NEWE
04684,NEWE
04685,NEWE
04686,NEWE
04691,NEWE
04693,NEWE
04694,NEWE
04730,NEWE
04732,NEWE
04733,NEWE
04734,NEWE
04735,NEWE
04736,NEWE
04738,NEWE
04739,NEWE
04740,NEWE
04742,NEWE
04743,NEWE
04744,NEWE
04745,NEWE
04746,NEWE
04747,NEWE
04750,NEWE
04751,NEWE
04756,NEWE
04757,NEWE
04758,NEWE
04760,NEWE
04761,NEWE
04762,NEWE
04763,NEWE
04764,NEWE
04765,NEWE
04766,NEWE
04768,NEWE
04769,NEWE
04772,NEWE
04773,NEWE
04774,NEWE
04775,NEWE
04776,NEWE
04777,NEWE
04779,NEWE
04780,NEWE
04781,NEWE
04783,NEWE
04785,NEWE
04786,NEWE
04787,NEWE
04841,NEWE
04843,NEWE
04846,NEWE
04847,NEWE
04848,NEWE
04849,NEWE
04850,NEWE
04851,NEWE
04853,NEWE
04854,NEWE
04855,NEWE
04856,NEWE
